Team Name,Team ID,Team Name Link,League Code,League,Region
Swansea City,318,swansea-city,eng.fa,English FA Cup,UK & Ireland
Swindon Town,341,swindon-town,eng.fa,English FA Cup,UK & Ireland
Tottenham Hotspur,367,tottenham-hotspur,eng.fa,English FA Cup,UK & Ireland
Tranmere Rovers,345,tranmere-rovers,eng.fa,English FA Cup,UK & Ireland
Walsall,401,walsall,eng.fa,English FA Cup,UK & Ireland
Watford,395,watford,eng.fa,English FA Cup,UK & Ireland
West Bromwich Albion,383,west-bromwich-albion,eng.fa,English FA Cup,UK & Ireland
West Ham United,371,west-ham-united,eng.fa,English FA Cup,UK & Ireland
Whitby Town,22089,whitby-town,eng.fa,English FA Cup,UK & Ireland
Wigan Athletic,350,wigan-athletic,eng.fa,English FA Cup,UK & Ireland
Woking,290,woking,eng.fa,English FA Cup,UK & Ireland
Wolverhampton Wanderers,380,wolverhampton-wanderers,eng.fa,English FA Cup,UK & Ireland
Worksop Town,22079,worksop-town,eng.fa,English FA Cup,UK & Ireland
Worthing,21253,worthing,eng.fa,English FA Cup,UK & Ireland
Wrexham,352,wrexham,eng.fa,English FA Cup,UK & Ireland
Wycombe Wanderers,344,wycombe-wanderers,eng.fa,English FA Cup,UK & Ireland
Yeovil Town,284,yeovil-town,eng.fa,English FA Cup,UK & Ireland
York City,315,york-city,eng.fa,English FA Cup,UK & Ireland
AFC Bournemouth,349,afc-bournemouth,eng.league_cup,English Carabao Cup,UK & Ireland
AFC Wimbledon,3802,afc-wimbledon,eng.league_cup,English Carabao Cup,UK & Ireland
Accrington Stanley,2731,accrington-stanley,eng.league_cup,English Carabao Cup,UK & Ireland
Arsenal,359,arsenal,eng.league_cup,English Carabao Cup,UK & Ireland
Aston Villa,362,aston-villa,eng.league_cup,English Carabao Cup,UK & Ireland
Barnsley,397,barnsley,eng.league_cup,English Carabao Cup,UK & Ireland
Barrow,642,barrow,eng.league_cup,English Carabao Cup,UK & Ireland
Birmingham City,392,birmingham-city,eng.league_cup,English Carabao Cup,UK & Ireland
Blackburn Rovers,365,blackburn-rovers,eng.league_cup,English Carabao Cup,UK & Ireland
Blackpool,346,blackpool,eng.league_cup,English Carabao Cup,UK & Ireland
Bolton Wanderers,358,bolton-wanderers,eng.league_cup,English Carabao Cup,UK & Ireland
Bradford City,387,bradford-city,eng.league_cup,English Carabao Cup,UK & Ireland
Brentford,337,brentford,eng.league_cup,English Carabao Cup,UK & Ireland
Brighton & Hove Albion,331,brighton-hove-albion,eng.league_cup,English Carabao Cup,UK & Ireland
Bristol City,333,bristol-city,eng.league_cup,English Carabao Cup,UK & Ireland
Bristol Rovers,308,bristol-rovers,eng.league_cup,English Carabao Cup,UK & Ireland
Burnley,379,burnley,eng.league_cup,English Carabao Cup,UK & Ireland
Burton Albion,2567,burton-albion,eng.league_cup,English Carabao Cup,UK & Ireland
Cambridge United,351,cambridge-united,eng.league_cup,English Carabao Cup,UK & Ireland
Cardiff City,347,cardiff-city,eng.league_cup,English Carabao Cup,UK & Ireland
Carlisle United,322,carlisle-united,eng.league_cup,English Carabao Cup,UK & Ireland
Charlton Athletic,372,charlton-athletic,eng.league_cup,English Carabao Cup,UK & Ireland
Chelsea,363,chelsea,eng.league_cup,English Carabao Cup,UK & Ireland
Cheltenham Town,320,cheltenham-town,eng.league_cup,English Carabao Cup,UK & Ireland
Colchester United,339,colchester-united,eng.league_cup,English Carabao Cup,UK & Ireland
Coventry City,388,coventry-city,eng.league_cup,English Carabao Cup,UK & Ireland
Crawley Town,2594,crawley-town,eng.league_cup,English Carabao Cup,UK & Ireland
Crewe Alexandra,396,crewe-alexandra,eng.league_cup,English Carabao Cup,UK & Ireland
Crystal Palace,384,crystal-palace,eng.league_cup,English Carabao Cup,UK & Ireland
Derby County,374,derby-county,eng.league_cup,English Carabao Cup,UK & Ireland
Doncaster Rovers,279,doncaster-rovers,eng.league_cup,English Carabao Cup,UK & Ireland
Everton,368,everton,eng.league_cup,English Carabao Cup,UK & Ireland
Exeter City,324,exeter-city,eng.league_cup,English Carabao Cup,UK & Ireland
Fleetwood Town,3891,fleetwood-town,eng.league_cup,English Carabao Cup,UK & Ireland
Forest Green Rovers,282,forest-green-rovers,eng.league_cup,English Carabao Cup,UK & Ireland
Fulham,370,fulham,eng.league_cup,English Carabao Cup,UK & Ireland
Gillingham,389,gillingham,eng.league_cup,English Carabao Cup,UK & Ireland
Grimsby Town,386,grimsby-town,eng.league_cup,English Carabao Cup,UK & Ireland
Harrogate Town,19262,harrogate-town,eng.league_cup,English Carabao Cup,UK & Ireland
Huddersfield Town,335,huddersfield-town,eng.league_cup,English Carabao Cup,UK & Ireland
Hull City,306,hull-city,eng.league_cup,English Carabao Cup,UK & Ireland
Ipswich Town,373,ipswich-town,eng.league_cup,English Carabao Cup,UK & Ireland
Leeds United,357,leeds-united,eng.league_cup,English Carabao Cup,UK & Ireland
Leicester City,375,leicester-city,eng.league_cup,English Carabao Cup,UK & Ireland
Leyton Orient,309,leyton-orient,eng.league_cup,English Carabao Cup,UK & Ireland
Lincoln City,314,lincoln-city,eng.league_cup,English Carabao Cup,UK & Ireland
Liverpool,364,liverpool,eng.league_cup,English Carabao Cup,UK & Ireland
Luton Town,301,luton-town,eng.league_cup,English Carabao Cup,UK & Ireland
Manchester City,382,manchester-city,eng.league_cup,English Carabao Cup,UK & Ireland
Manchester United,360,manchester-united,eng.league_cup,English Carabao Cup,UK & Ireland
Mansfield Town,304,mansfield-town,eng.league_cup,English Carabao Cup,UK & Ireland
Middlesbrough,369,middlesbrough,eng.league_cup,English Carabao Cup,UK & Ireland
Millwall,391,millwall,eng.league_cup,English Carabao Cup,UK & Ireland
Milton Keynes Dons,390,milton-keynes-dons,eng.league_cup,English Carabao Cup,UK & Ireland
Morecambe,278,morecambe,eng.league_cup,English Carabao Cup,UK & Ireland
Newcastle United,361,newcastle-united,eng.league_cup,English Carabao Cup,UK & Ireland
Newport County,635,newport-county,eng.league_cup,English Carabao Cup,UK & Ireland
Northampton Town,353,northampton-town,eng.league_cup,English Carabao Cup,UK & Ireland
Norwich City,381,norwich-city,eng.league_cup,English Carabao Cup,UK & Ireland
Nottingham Forest,393,nottingham-forest,eng.league_cup,English Carabao Cup,UK & Ireland
Notts County,340,notts-county,eng.league_cup,English Carabao Cup,UK & Ireland
Oxford United,311,oxford-united,eng.league_cup,English Carabao Cup,UK & Ireland
Peterborough United,342,peterborough-united,eng.league_cup,English Carabao Cup,UK & Ireland
Plymouth Argyle,307,plymouth-argyle,eng.league_cup,English Carabao Cup,UK & Ireland
Port Vale,348,port-vale,eng.league_cup,English Carabao Cup,UK & Ireland
Portsmouth,385,portsmouth,eng.league_cup,English Carabao Cup,UK & Ireland
Preston North End,394,preston-north-end,eng.league_cup,English Carabao Cup,UK & Ireland
Queens Park Rangers,334,queens-park-rangers,eng.league_cup,English Carabao Cup,UK & Ireland
Reading,338,reading,eng.league_cup,English Carabao Cup,UK & Ireland
Rotherham United,402,rotherham-united,eng.league_cup,English Carabao Cup,UK & Ireland
Salford City,4703,salford-city,eng.league_cup,English Carabao Cup,UK & Ireland
Sheffield United,398,sheffield-united,eng.league_cup,English Carabao Cup,UK & Ireland
Sheffield Wednesday,399,sheffield-wednesday,eng.league_cup,English Carabao Cup,UK & Ireland
Shrewsbury Town,302,shrewsbury-town,eng.league_cup,English Carabao Cup,UK & Ireland
Southampton,376,southampton,eng.league_cup,English Carabao Cup,UK & Ireland
Stevenage,285,stevenage,eng.league_cup,English Carabao Cup,UK & Ireland
Stockport County,400,stockport-county,eng.league_cup,English Carabao Cup,UK & Ireland
Stoke City,336,stoke-city,eng.league_cup,English Carabao Cup,UK & Ireland
Sunderland,366,sunderland,eng.league_cup,English Carabao Cup,UK & Ireland
Sutton United,3231,sutton-united,eng.league_cup,English Carabao Cup,UK & Ireland
Swansea City,318,swansea-city,eng.league_cup,English Carabao Cup,UK & Ireland
Swindon Town,341,swindon-town,eng.league_cup,English Carabao Cup,UK & Ireland
Tottenham Hotspur,367,tottenham-hotspur,eng.league_cup,English Carabao Cup,UK & Ireland
Tranmere Rovers,345,tranmere-rovers,eng.league_cup,English Carabao Cup,UK & Ireland
Walsall,401,walsall,eng.league_cup,English Carabao Cup,UK & Ireland
Watford,395,watford,eng.league_cup,English Carabao Cup,UK & Ireland
West Bromwich Albion,383,west-bromwich-albion,eng.league_cup,English Carabao Cup,UK & Ireland
West Ham United,371,west-ham-united,eng.league_cup,English Carabao Cup,UK & Ireland
Wigan Athletic,350,wigan-athletic,eng.league_cup,English Carabao Cup,UK & Ireland
Wolverhampton Wanderers,380,wolverhampton-wanderers,eng.league_cup,English Carabao Cup,UK & Ireland
Wrexham,352,wrexham,eng.league_cup,English Carabao Cup,UK & Ireland
Wycombe Wanderers,344,wycombe-wanderers,eng.league_cup,English Carabao Cup,UK & Ireland
AFC Wimbledon,3802,afc-wimbledon,eng.trophy,English EFL Trophy,UK & Ireland
Accrington Stanley,2731,accrington-stanley,eng.trophy,English EFL Trophy,UK & Ireland
Arsenal U21,19299,arsenal-u21,eng.trophy,English EFL Trophy,UK & Ireland
Aston Villa U21,20075,aston-villa-u21,eng.trophy,English EFL Trophy,UK & Ireland
Barnsley,397,barnsley,eng.trophy,English EFL Trophy,UK & Ireland
Barrow,642,barrow,eng.trophy,English EFL Trophy,UK & Ireland
Blackpool,346,blackpool,eng.trophy,English EFL Trophy,UK & Ireland
Bolton Wanderers,358,bolton-wanderers,eng.trophy,English EFL Trophy,UK & Ireland
Bradford City,387,bradford-city,eng.trophy,English EFL Trophy,UK & Ireland
Brighton & Hove Albion U21,18774,brighton-hove-albion-u21,eng.trophy,English EFL Trophy,UK & Ireland
Bristol Rovers,308,bristol-rovers,eng.trophy,English EFL Trophy,UK & Ireland
Burton Albion,2567,burton-albion,eng.trophy,English EFL Trophy,UK & Ireland
Cambridge United,351,cambridge-united,eng.trophy,English EFL Trophy,UK & Ireland
Carlisle United,322,carlisle-united,eng.trophy,English EFL Trophy,UK & Ireland
Charlton Athletic,372,charlton-athletic,eng.trophy,English EFL Trophy,UK & Ireland
Chelsea U21,18775,chelsea-u21,eng.trophy,English EFL Trophy,UK & Ireland
Cheltenham Town,320,cheltenham-town,eng.trophy,English EFL Trophy,UK & Ireland
Colchester United,339,colchester-united,eng.trophy,English EFL Trophy,UK & Ireland
Crawley Town,2594,crawley-town,eng.trophy,English EFL Trophy,UK & Ireland
Crewe Alexandra,396,crewe-alexandra,eng.trophy,English EFL Trophy,UK & Ireland
Crystal Palace U21,21033,crystal-palace-u21,eng.trophy,English EFL Trophy,UK & Ireland
Derby County,374,derby-county,eng.trophy,English EFL Trophy,UK & Ireland
Doncaster Rovers,279,doncaster-rovers,eng.trophy,English EFL Trophy,UK & Ireland
Everton U21,18776,everton-u21,eng.trophy,English EFL Trophy,UK & Ireland
Exeter City,324,exeter-city,eng.trophy,English EFL Trophy,UK & Ireland
Fleetwood Town,3891,fleetwood-town,eng.trophy,English EFL Trophy,UK & Ireland
Forest Green Rovers,282,forest-green-rovers,eng.trophy,English EFL Trophy,UK & Ireland
Fulham U21,18777,fulham-u21,eng.trophy,English EFL Trophy,UK & Ireland
Gillingham,389,gillingham,eng.trophy,English EFL Trophy,UK & Ireland
Grimsby Town,386,grimsby-town,eng.trophy,English EFL Trophy,UK & Ireland
Harrogate Town,19262,harrogate-town,eng.trophy,English EFL Trophy,UK & Ireland
Leicester City U21,18778,leicester-city-u21,eng.trophy,English EFL Trophy,UK & Ireland
Leyton Orient,309,leyton-orient,eng.trophy,English EFL Trophy,UK & Ireland
Lincoln City,314,lincoln-city,eng.trophy,English EFL Trophy,UK & Ireland
Liverpool U21,16728,liverpool-u21,eng.trophy,English EFL Trophy,UK & Ireland
Manchester City U21,18779,manchester-city-u21,eng.trophy,English EFL Trophy,UK & Ireland
Manchester United U21,20077,manchester-united-u21,eng.trophy,English EFL Trophy,UK & Ireland
Mansfield Town,304,mansfield-town,eng.trophy,English EFL Trophy,UK & Ireland
Milton Keynes Dons,390,milton-keynes-dons,eng.trophy,English EFL Trophy,UK & Ireland
Morecambe,278,morecambe,eng.trophy,English EFL Trophy,UK & Ireland
Newcastle United U21,18781,newcastle-united-u21,eng.trophy,English EFL Trophy,UK & Ireland
Newport County,635,newport-county,eng.trophy,English EFL Trophy,UK & Ireland
Northampton Town,353,northampton-town,eng.trophy,English EFL Trophy,UK & Ireland
Nottingham Forest U21,21979,nottingham-forest-u21,eng.trophy,English EFL Trophy,UK & Ireland
Notts County,340,notts-county,eng.trophy,English EFL Trophy,UK & Ireland
Oxford United,311,oxford-united,eng.trophy,English EFL Trophy,UK & Ireland
Peterborough United,342,peterborough-united,eng.trophy,English EFL Trophy,UK & Ireland
Port Vale,348,port-vale,eng.trophy,English EFL Trophy,UK & Ireland
Portsmouth,385,portsmouth,eng.trophy,English EFL Trophy,UK & Ireland
Reading,338,reading,eng.trophy,English EFL Trophy,UK & Ireland
Salford City,4703,salford-city,eng.trophy,English EFL Trophy,UK & Ireland
Shrewsbury Town,302,shrewsbury-town,eng.trophy,English EFL Trophy,UK & Ireland
Stevenage,285,stevenage,eng.trophy,English EFL Trophy,UK & Ireland
Stockport County,400,stockport-county,eng.trophy,English EFL Trophy,UK & Ireland
Sutton United,3231,sutton-united,eng.trophy,English EFL Trophy,UK & Ireland
Swindon Town,341,swindon-town,eng.trophy,English EFL Trophy,UK & Ireland
Tottenham Hotspur U21,18787,tottenham-hotspur-u21,eng.trophy,English EFL Trophy,UK & Ireland
Tranmere Rovers,345,tranmere-rovers,eng.trophy,English EFL Trophy,UK & Ireland
Walsall,401,walsall,eng.trophy,English EFL Trophy,UK & Ireland
West Ham U21,18789,west-ham-u21,eng.trophy,English EFL Trophy,UK & Ireland
Wigan Athletic,350,wigan-athletic,eng.trophy,English EFL Trophy,UK & Ireland
Wolverhampton Wanderers U21,19300,wolverhampton-wanderers-u21,eng.trophy,English EFL Trophy,UK & Ireland
Wrexham,352,wrexham,eng.trophy,English EFL Trophy,UK & Ireland
Wycombe Wanderers,344,wycombe-wanderers,eng.trophy,English EFL Trophy,UK & Ireland
Arsenal,19973,arsenal,eng.w.1,English Women's Super League,UK & Ireland
Aston Villa,20707,aston-villa,eng.w.1,English Women's Super League,UK & Ireland
Brighton & Hove Albion,19976,brighton-hove-albion,eng.w.1,English Women's Super League,UK & Ireland
Bristol City,19974,bristol-city,eng.w.1,English Women's Super League,UK & Ireland
Chelsea,19970,chelsea,eng.w.1,English Women's Super League,UK & Ireland
Everton,19972,everton,eng.w.1,English Women's Super League,UK & Ireland
Leicester City,21036,leicester-city,eng.w.1,English Women's Super League,UK & Ireland
Liverpool,19971,liverpool,eng.w.1,English Women's Super League,UK & Ireland
Manchester City,19257,manchester-city,eng.w.1,English Women's Super League,UK & Ireland
Manchester United,20061,manchester-united,eng.w.1,English Women's Super League,UK & Ireland
Tottenham Hotspur,20062,tottenham-hotspur,eng.w.1,English Women's Super League,UK & Ireland
West Ham United,19975,west-ham-united,eng.w.1,English Women's Super League,UK & Ireland
AFC Fylde,21066,afc-fylde,eng.w.fa,English Women's FA Cup,UK & Ireland
AFC Portchester,22100,afc-portchester,eng.w.fa,English Women's FA Cup,UK & Ireland
AFC Stoneham,21242,afc-stoneham,eng.w.fa,English Women's FA Cup,UK & Ireland
AFC Wimbledon,21218,afc-wimbledon,eng.w.fa,English Women's FA Cup,UK & Ireland
Abingdon United,21215,abingdon-united,eng.w.fa,English Women's FA Cup,UK & Ireland
Alnwick Town,21221,alnwick-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Arsenal,19973,arsenal,eng.w.fa,English Women's FA Cup,UK & Ireland
Ashford Town,21223,ashford-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Aston Villa,20707,aston-villa,eng.w.fa,English Women's FA Cup,UK & Ireland
Barnsley,21084,barnsley,eng.w.fa,English Women's FA Cup,UK & Ireland
Beaumont Park,22095,beaumont-park,eng.w.fa,English Women's FA Cup,UK & Ireland
Bedford,21225,bedford,eng.w.fa,English Women's FA Cup,UK & Ireland
Billericay Town,21055,billericay-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Birmingham City,19968,birmingham-city,eng.w.fa,English Women's FA Cup,UK & Ireland
Blackburn Rovers,21040,blackburn-rovers,eng.w.fa,English Women's FA Cup,UK & Ireland
Blackpool,22096,blackpool,eng.w.fa,English Women's FA Cup,UK & Ireland
Boldmere St. Michael's,21081,boldmere-st-michaels,eng.w.fa,English Women's FA Cup,UK & Ireland
Bournemouth,21091,bournemouth,eng.w.fa,English Women's FA Cup,UK & Ireland
Brentford,22120,brentford,eng.w.fa,English Women's FA Cup,UK & Ireland
Bridgwater United,21232,bridgwater-united,eng.w.fa,English Women's FA Cup,UK & Ireland
Brighton & Hove Albion,19976,brighton-hove-albion,eng.w.fa,English Women's FA Cup,UK & Ireland
Bristol City,19974,bristol-city,eng.w.fa,English Women's FA Cup,UK & Ireland
Bristol Rovers,22099,bristol-rovers,eng.w.fa,English Women's FA Cup,UK & Ireland
Bromley,21234,bromley,eng.w.fa,English Women's FA Cup,UK & Ireland
Burnley,21048,burnley,eng.w.fa,English Women's FA Cup,UK & Ireland
Cambridge United WFC,21238,cambridge-united-wfc,eng.w.fa,English Women's FA Cup,UK & Ireland
Cardiff City,21071,cardiff-city,eng.w.fa,English Women's FA Cup,UK & Ireland
Charlton Athletic,21035,charlton-athletic,eng.w.fa,English Women's FA Cup,UK & Ireland
Chatham Town,22109,chatham-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Chelsea,19970,chelsea,eng.w.fa,English Women's FA Cup,UK & Ireland
Cheltenham Town,21059,cheltenham-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Chesham United,21237,chesham-united,eng.w.fa,English Women's FA Cup,UK & Ireland
Chester-le-Street Town,21086,chester-le-street-town,eng.w.fa,English Women's FA Cup,UK & Ireland
Chesterfield,22123,chesterfield,eng.w.fa,English Women's FA Cup,UK & Ireland
Chorley,21211,chorley,eng.w.fa,English Women's FA Cup,UK & Ireland
Coundon Court,22101,coundon-court,eng.w.fa,English Women's FA Cup,UK & Ireland
Crewe Alexandra,21212,crewe-alexandra,eng.w.fa,English Women's FA Cup,UK & Ireland
Crystal Palace,21037,crystal-palace,eng.w.fa,English Women's FA Cup,UK & Ireland
Dartford,21743,dartford,eng.w.fa,English Women's FA Cup,UK & Ireland
Darwen,21744,darwen,eng.w.fa,English Women's FA Cup,UK & Ireland
Denham United,22103,denham-united,eng.w.fa,English Women's FA Cup,UK & Ireland
