Team Name,Team ID,Team Name Link,League Code,League,Region
Racing Ferrol,8448,racing-ferrol,esp.copa_del_rey,Spanish Copa del Rey,Europe
Racing Santander,87,racing-santander,esp.copa_del_rey,Spanish Copa del Rey,Europe
Rayo Vallecano,101,rayo-vallecano,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Aviles Industrial,9138,real-aviles-industrial,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Betis,244,real-betis,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Jaen CF,5401,real-jaen-cf,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Madrid,86,real-madrid,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Oviedo,92,real-oviedo,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Sociedad,89,real-sociedad,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Valladolid,95,real-valladolid,esp.copa_del_rey,Spanish Copa del Rey,Europe
Real Zaragoza,91,real-zaragoza,esp.copa_del_rey,Spanish Copa del Rey,Europe
Recreativo Huelva,2571,recreativo-huelva,esp.copa_del_rey,Spanish Copa del Rey,Europe
Rotlet Molinar,22046,rotlet-molinar,esp.copa_del_rey,Spanish Copa del Rey,Europe
Rubi,22072,rubi,esp.copa_del_rey,Spanish Copa del Rey,Europe
SD Compostela,17892,sd-compostela,esp.copa_del_rey,Spanish Copa del Rey,Europe
San Roque de Lepe,12591,san-roque-de-lepe,esp.copa_del_rey,Spanish Copa del Rey,Europe
Santurtzi,22049,santurtzi,esp.copa_del_rey,Spanish Copa del Rey,Europe
Sauzal,22041,sauzal,esp.copa_del_rey,Spanish Copa del Rey,Europe
Sestao,6856,sestao,esp.copa_del_rey,Spanish Copa del Rey,Europe
Sevilla,243,sevilla,esp.copa_del_rey,Spanish Copa del Rey,Europe
Sporting Gijón,3788,sporting-gijon,esp.copa_del_rey,Spanish Copa del Rey,Europe
Talavera,5428,talavera,esp.copa_del_rey,Spanish Copa del Rey,Europe
Tarazona,9136,tarazona,esp.copa_del_rey,Spanish Copa del Rey,Europe
Tardienta,22047,tardienta,esp.copa_del_rey,Spanish Copa del Rey,Europe
Tenerife,245,tenerife,esp.copa_del_rey,Spanish Copa del Rey,Europe
Terrassa,20828,terrassa,esp.copa_del_rey,Spanish Copa del Rey,Europe
Teruel,9553,teruel,esp.copa_del_rey,Spanish Copa del Rey,Europe
Turégano,21684,turegano,esp.copa_del_rey,Spanish Copa del Rey,Europe
UCAM Murcia,12594,ucam-murcia,esp.copa_del_rey,Spanish Copa del Rey,Europe
UD Ibiza,20229,ud-ibiza,esp.copa_del_rey,Spanish Copa del Rey,Europe
UD Logroñés,7206,ud-logrones,esp.copa_del_rey,Spanish Copa del Rey,Europe
Unionistas de Salamanca,19294,unionistas-de-salamanca,esp.copa_del_rey,Spanish Copa del Rey,Europe
Unión Zona Norte,22045,union-zona-norte,esp.copa_del_rey,Spanish Copa del Rey,Europe
Ursaria,22087,ursaria,esp.copa_del_rey,Spanish Copa del Rey,Europe
Utebo,21723,utebo,esp.copa_del_rey,Spanish Copa del Rey,Europe
Valencia,94,valencia,esp.copa_del_rey,Spanish Copa del Rey,Europe
Villanovense,7203,villanovense,esp.copa_del_rey,Spanish Copa del Rey,Europe
Villarreal,102,villarreal,esp.copa_del_rey,Spanish Copa del Rey,Europe
Yeclano Deportivo,19291,yeclano-deportivo,esp.copa_del_rey,Spanish Copa del Rey,Europe
Zamora CF,17565,zamora-cf,esp.copa_del_rey,Spanish Copa del Rey,Europe
Zirauki,22048,zirauki,esp.copa_del_rey,Spanish Copa del Rey,Europe
AS Monaco,174,as-monaco,fra.1,French Ligue 1,Europe
Brest,6997,brest,fra.1,French Ligue 1,Europe
Clermont Foot,3171,clermont-foot,fra.1,French Ligue 1,Europe
Le Havre AC,3236,le-havre-ac,fra.1,French Ligue 1,Europe
Lens,175,lens,fra.1,French Ligue 1,Europe
Lille,166,lille,fra.1,French Ligue 1,Europe
Lorient,273,lorient,fra.1,French Ligue 1,Europe
Lyon,167,lyon,fra.1,French Ligue 1,Europe
Marseille,176,marseille,fra.1,French Ligue 1,Europe
Metz,177,metz,fra.1,French Ligue 1,Europe
Montpellier,274,montpellier,fra.1,French Ligue 1,Europe
Nantes,165,nantes,fra.1,French Ligue 1,Europe
Nice,2502,nice,fra.1,French Ligue 1,Europe
Paris Saint-Germain,160,paris-saint-germain,fra.1,French Ligue 1,Europe
Stade Rennais,169,stade-rennais,fra.1,French Ligue 1,Europe
Stade de Reims,3243,stade-de-reims,fra.1,French Ligue 1,Europe
Strasbourg,180,strasbourg,fra.1,French Ligue 1,Europe
Toulouse,179,toulouse,fra.1,French Ligue 1,Europe
AC Ajaccio,2503,ac-ajaccio,fra.2,French Ligue 2,Europe
AJ Auxerre,172,aj-auxerre,fra.2,French Ligue 2,Europe
Angers,7868,angers,fra.2,French Ligue 2,Europe
Annecy,18066,annecy,fra.2,French Ligue 2,Europe
Bastia,173,bastia,fra.2,French Ligue 2,Europe
Bordeaux,159,bordeaux,fra.2,French Ligue 2,Europe
Caen,2927,caen,fra.2,French Ligue 2,Europe
Concarneau,7718,concarneau,fra.2,French Ligue 2,Europe
Dunkerque,7732,dunkerque,fra.2,French Ligue 2,Europe
Grenoble,6994,grenoble,fra.2,French Ligue 2,Europe
Guingamp,171,guingamp,fra.2,French Ligue 2,Europe
Paris FC,6851,paris-fc,fra.2,French Ligue 2,Europe
Pau,10678,pau,fra.2,French Ligue 2,Europe
Rodez Aveyron,7719,rodez-aveyron,fra.2,French Ligue 2,Europe
SC Amiens,3335,sc-amiens,fra.2,French Ligue 2,Europe
Saint-Etienne,178,saint-etienne,fra.2,French Ligue 2,Europe
Stade Laval,3266,stade-laval,fra.2,French Ligue 2,Europe
Troyes,170,troyes,fra.2,French Ligue 2,Europe
US Quevilly,7721,us-quevilly,fra.2,French Ligue 2,Europe
Valenciennes,6732,valenciennes,fra.2,French Ligue 2,Europe
AJ Auxerre,172,aj-auxerre,fra.coupe_de_france,Coupe de France,Europe
AS Fabregues,18902,as-fabregues,fra.coupe_de_france,Coupe de France,Europe
AS Monaco,174,as-monaco,fra.coupe_de_france,Coupe de France,Europe
Angers,7868,angers,fra.coupe_de_france,Coupe de France,Europe
Avoine OCC,21766,avoine-occ,fra.coupe_de_france,Coupe de France,Europe
Bergerac Périgord FC,18405,bergerac-perigord-fc,fra.coupe_de_france,Coupe de France,Europe
Bordeaux,159,bordeaux,fra.coupe_de_france,Coupe de France,Europe
Brest,6997,brest,fra.coupe_de_france,Coupe de France,Europe
CS Moulien,22141,cs-moulien,fra.coupe_de_france,Coupe de France,Europe
Caen,2927,caen,fra.coupe_de_france,Coupe de France,Europe
Chambéry SF,21765,chambery-sf,fra.coupe_de_france,Coupe de France,Europe
Chateauroux,2995,chateauroux,fra.coupe_de_france,Coupe de France,Europe
Clermont Foot,3171,clermont-foot,fra.coupe_de_france,Coupe de France,Europe
Dieppe,14445,dieppe,fra.coupe_de_france,Coupe de France,Europe
Dinan Lehon,17620,dinan-lehon,fra.coupe_de_france,Coupe de France,Europe
Dunkerque,7732,dunkerque,fra.coupe_de_france,Coupe de France,Europe
Entente SSG,18059,entente-ssg,fra.coupe_de_france,Coupe de France,Europe
FC Challans,20272,fc-challans,fra.coupe_de_france,Coupe de France,Europe
FC Chambly,11880,fc-chambly,fra.coupe_de_france,Coupe de France,Europe
Feignies,7723,feignies,fra.coupe_de_france,Coupe de France,Europe
Golden Lion,18083,golden-lion,fra.coupe_de_france,Coupe de France,Europe
Guingamp,171,guingamp,fra.coupe_de_france,Coupe de France,Europe
Le Havre AC,3236,le-havre-ac,fra.coupe_de_france,Coupe de France,Europe
Le Puy,18906,le-puy,fra.coupe_de_france,Coupe de France,Europe
Lens,175,lens,fra.coupe_de_france,Coupe de France,Europe
Les Herbiers,10691,les-herbiers,fra.coupe_de_france,Coupe de France,Europe
Libourne,6991,libourne,fra.coupe_de_france,Coupe de France,Europe
Lille,166,lille,fra.coupe_de_france,Coupe de France,Europe
Lorient,273,lorient,fra.coupe_de_france,Coupe de France,Europe
Louhans-Cuiseaux,7147,louhans-cuiseaux,fra.coupe_de_france,Coupe de France,Europe
Lyon,167,lyon,fra.coupe_de_france,Coupe de France,Europe
Lyon-Duchère,19392,lyon-duchere,fra.coupe_de_france,Coupe de France,Europe
Marseille,176,marseille,fra.coupe_de_france,Coupe de France,Europe
Metz,177,metz,fra.coupe_de_france,Coupe de France,Europe
Montpellier,274,montpellier,fra.coupe_de_france,Coupe de France,Europe
Nantes,165,nantes,fra.coupe_de_france,Coupe de France,Europe
Nice,2502,nice,fra.coupe_de_france,Coupe de France,Europe
Nimes,7730,nimes,fra.coupe_de_france,Coupe de France,Europe
"Olympique d""Alès",20874,olympique-dales,fra.coupe_de_france,Coupe de France,Europe
Orléans,17483,orleans,fra.coupe_de_france,Coupe de France,Europe
Paris FC,6851,paris-fc,fra.coupe_de_france,Coupe de France,Europe
Paris Saint-Germain,160,paris-saint-germain,fra.coupe_de_france,Coupe de France,Europe
Pau,10678,pau,fra.coupe_de_france,Coupe de France,Europe
Pontarlier,14439,pontarlier,fra.coupe_de_france,Coupe de France,Europe
Racing Club de France,22139,racing-club-de-france,fra.coupe_de_france,Coupe de France,Europe
Revel,22140,revel,fra.coupe_de_france,Coupe de France,Europe
Rodez Aveyron,7719,rodez-aveyron,fra.coupe_de_france,Coupe de France,Europe
Romorantin,7716,romorantin,fra.coupe_de_france,Coupe de France,Europe
Rouen,9009,rouen,fra.coupe_de_france,Coupe de France,Europe
SC Amiens,3335,sc-amiens,fra.coupe_de_france,Coupe de France,Europe
Saint-Omer,9020,saint-omer,fra.coupe_de_france,Coupe de France,Europe
Saint-Priest,17656,saint-priest,fra.coupe_de_france,Coupe de France,Europe
Sarreguemines,17625,sarreguemines,fra.coupe_de_france,Coupe de France,Europe
Sochaux,272,sochaux,fra.coupe_de_france,Coupe de France,Europe
Stade Laval,3266,stade-laval,fra.coupe_de_france,Coupe de France,Europe
Stade Rennais,169,stade-rennais,fra.coupe_de_france,Coupe de France,Europe
Stade de Reims,3243,stade-de-reims,fra.coupe_de_france,Coupe de France,Europe
Strasbourg,180,strasbourg,fra.coupe_de_france,Coupe de France,Europe
Thionville,10683,thionville,fra.coupe_de_france,Coupe de France,Europe
Toulouse,179,toulouse,fra.coupe_de_france,Coupe de France,Europe
Trelissac FC,10685,trelissac-fc,fra.coupe_de_france,Coupe de France,Europe
US Feurs,22138,us-feurs,fra.coupe_de_france,Coupe de France,Europe
US Quevilly,7721,us-quevilly,fra.coupe_de_france,Coupe de France,Europe
Valenciennes,6732,valenciennes,fra.coupe_de_france,Coupe de France,Europe
1. FC Heidenheim 1846,6418,1-fc-heidenheim-1846,ger.1,German Bundesliga,Europe
1. FC Union Berlin,598,1-fc-union-berlin,ger.1,German Bundesliga,Europe
Bayer Leverkusen,131,bayer-leverkusen,ger.1,German Bundesliga,Europe
Bayern Munich,132,bayern-munich,ger.1,German Bundesliga,Europe
Borussia Dortmund,124,borussia-dortmund,ger.1,German Bundesliga,Europe
Borussia Monchengladbach,268,borussia-monchengladbach,ger.1,German Bundesliga,Europe
Eintracht Frankfurt,125,eintracht-frankfurt,ger.1,German Bundesliga,Europe
FC Augsburg,3841,fc-augsburg,ger.1,German Bundesliga,Europe
FC Cologne,122,fc-cologne,ger.1,German Bundesliga,Europe
Mainz,2950,mainz,ger.1,German Bundesliga,Europe
RB Leipzig,11420,rb-leipzig,ger.1,German Bundesliga,Europe
SC Freiburg,126,sc-freiburg,ger.1,German Bundesliga,Europe
SV Darmstadt 98,3812,sv-darmstadt-98,ger.1,German Bundesliga,Europe
TSG Hoffenheim,7911,tsg-hoffenheim,ger.1,German Bundesliga,Europe
VfB Stuttgart,134,vfb-stuttgart,ger.1,German Bundesliga,Europe
VfL Bochum,121,vfl-bochum,ger.1,German Bundesliga,Europe
VfL Wolfsburg,138,vfl-wolfsburg,ger.1,German Bundesliga,Europe
Werder Bremen,137,werder-bremen,ger.1,German Bundesliga,Europe
1. FC Magdeburg,10382,1-fc-magdeburg,ger.2,German 2. Bundesliga,Europe
Fortuna Düsseldorf,9707,fortuna-dusseldorf,ger.2,German 2. Bundesliga,Europe
Hamburg SV,127,hamburg-sv,ger.2,German 2. Bundesliga,Europe
Hannover 96,2428,hannover-96,ger.2,German 2. Bundesliga,Europe
Hansa Rostock,128,hansa-rostock,ger.2,German 2. Bundesliga,Europe
Hertha Berlin,129,hertha-berlin,ger.2,German 2. Bundesliga,Europe
Holstein Kiel,7884,holstein-kiel,ger.2,German 2. Bundesliga,Europe
Kaiserslautern,130,kaiserslautern,ger.2,German 2. Bundesliga,Europe
Karlsruher SC,4471,karlsruher-sc,ger.2,German 2. Bundesliga,Europe
Nurnberg,269,nurnberg,ger.2,German 2. Bundesliga,Europe
SC Paderborn 07,3307,sc-paderborn-07,ger.2,German 2. Bundesliga,Europe
SV 07 Elversberg,10388,sv-07-elversberg,ger.2,German 2. Bundesliga,Europe
SV Wehen Wiesbaden,3769,sv-wehen-wiesbaden,ger.2,German 2. Bundesliga,Europe
Schalke 04,133,schalke-04,ger.2,German 2. Bundesliga,Europe
SpVgg Greuther Furth,3070,spvgg-greuther-furth,ger.2,German 2. Bundesliga,Europe
St. Pauli,270,st-pauli,ger.2,German 2. Bundesliga,Europe
TSV Eintracht Braunschweig,3067,tsv-eintracht-braunschweig,ger.2,German 2. Bundesliga,Europe
VfL Osnabruck,7013,vfl-osnabruck,ger.2,German 2. Bundesliga,Europe
1. FC Heidenheim 1846,6418,1-fc-heidenheim-1846,ger.dfb_pokal,German DFB Pokal,Europe
1. FC Lokomotive Leipzig,20987,1-fc-lokomotive-leipzig,ger.dfb_pokal,German DFB Pokal,Europe
1. FC Magdeburg,10382,1-fc-magdeburg,ger.dfb_pokal,German DFB Pokal,Europe
1. FC Union Berlin,598,1-fc-union-berlin,ger.dfb_pokal,German DFB Pokal,Europe
Arminia Bielefeld,2506,arminia-bielefeld,ger.dfb_pokal,German DFB Pokal,Europe
Bayer Leverkusen,131,bayer-leverkusen,ger.dfb_pokal,German DFB Pokal,Europe
Bayern Munich,132,bayern-munich,ger.dfb_pokal,German DFB Pokal,Europe
Borussia Dortmund,124,borussia-dortmund,ger.dfb_pokal,German DFB Pokal,Europe
Borussia Monchengladbach,268,borussia-monchengladbach,ger.dfb_pokal,German DFB Pokal,Europe
Eintracht Frankfurt,125,eintracht-frankfurt,ger.dfb_pokal,German DFB Pokal,Europe
Energie Cottbus,123,energie-cottbus,ger.dfb_pokal,German DFB Pokal,Europe
FC 08 Homburg,7026,fc-08-homburg,ger.dfb_pokal,German DFB Pokal,Europe
FC Astoria Walldorf,9543,fc-astoria-walldorf,ger.dfb_pokal,German DFB Pokal,Europe
FC Augsburg,3841,fc-augsburg,ger.dfb_pokal,German DFB Pokal,Europe
FC Carl Zeiss Jena,9865,fc-carl-zeiss-jena,ger.dfb_pokal,German DFB Pokal,Europe
FC Cologne,122,fc-cologne,ger.dfb_pokal,German DFB Pokal,Europe
FC Gütersloh 2000,21935,fc-gutersloh-2000,ger.dfb_pokal,German DFB Pokal,Europe
FC Oberneuland,7319,fc-oberneuland,ger.dfb_pokal,German DFB Pokal,Europe
FSV Frankfurt,6608,fsv-frankfurt,ger.dfb_pokal,German DFB Pokal,Europe
FV Illertissen,15601,fv-illertissen,ger.dfb_pokal,German DFB Pokal,Europe
Fortuna Düsseldorf,9707,fortuna-dusseldorf,ger.dfb_pokal,German DFB Pokal,Europe
Hallescher FC,6318,hallescher-fc,ger.dfb_pokal,German DFB Pokal,Europe
Hamburg SV,127,hamburg-sv,ger.dfb_pokal,German DFB Pokal,Europe
Hannover 96,2428,hannover-96,ger.dfb_pokal,German DFB Pokal,Europe
Hansa Rostock,128,hansa-rostock,ger.dfb_pokal,German DFB Pokal,Europe
Hertha Berlin,129,hertha-berlin,ger.dfb_pokal,German DFB Pokal,Europe
Holstein Kiel,7884,holstein-kiel,ger.dfb_pokal,German DFB Pokal,Europe
Kaiserslautern,130,kaiserslautern,ger.dfb_pokal,German DFB Pokal,Europe
Karlsruher SC,4471,karlsruher-sc,ger.dfb_pokal,German DFB Pokal,Europe
Mainz,2950,mainz,ger.dfb_pokal,German DFB Pokal,Europe
Nurnberg,269,nurnberg,ger.dfb_pokal,German DFB Pokal,Europe
Oberachern,21512,oberachern,ger.dfb_pokal,German DFB Pokal,Europe
Preußen Münster,9867,preußen-munster,ger.dfb_pokal,German DFB Pokal,Europe
RB Leipzig,11420,rb-leipzig,ger.dfb_pokal,German DFB Pokal,Europe
Rostock FC,21937,rostock-fc,ger.dfb_pokal,German DFB Pokal,Europe
Rot-Weiss Essen,9705,rot-weiss-essen,ger.dfb_pokal,German DFB Pokal,Europe
SC Freiburg,126,sc-freiburg,ger.dfb_pokal,German DFB Pokal,Europe
SC Paderborn 07,3307,sc-paderborn-07,ger.dfb_pokal,German DFB Pokal,Europe
SSV Jahn Regensburg,11017,ssv-jahn-regensburg,ger.dfb_pokal,German DFB Pokal,Europe
SV 07 Elversberg,10388,sv-07-elversberg,ger.dfb_pokal,German DFB Pokal,Europe
SV Atlas Delmenhorst,20023,sv-atlas-delmenhorst,ger.dfb_pokal,German DFB Pokal,Europe
SV Darmstadt 98,3812,sv-darmstadt-98,ger.dfb_pokal,German DFB Pokal,Europe
SV Sandhausen,6392,sv-sandhausen,ger.dfb_pokal,German DFB Pokal,Europe
SV Wehen Wiesbaden,3769,sv-wehen-wiesbaden,ger.dfb_pokal,German DFB Pokal,Europe
Saarbrücken,18741,saarbrucken,ger.dfb_pokal,German DFB Pokal,Europe
Schalke 04,133,schalke-04,ger.dfb_pokal,German DFB Pokal,Europe
Schott,21508,schott,ger.dfb_pokal,German DFB Pokal,Europe
SpVgg Greuther Furth,3070,spvgg-greuther-furth,ger.dfb_pokal,German DFB Pokal,Europe
SpVgg Unterhaching,136,spvgg-unterhaching,ger.dfb_pokal,German DFB Pokal,Europe
St. Pauli,270,st-pauli,ger.dfb_pokal,German DFB Pokal,Europe
TSG Balingen,21936,tsg-balingen,ger.dfb_pokal,German DFB Pokal,Europe
TSG Hoffenheim,7911,tsg-hoffenheim,ger.dfb_pokal,German DFB Pokal,Europe
TSV Eintracht Braunschweig,3067,tsv-eintracht-braunschweig,ger.dfb_pokal,German DFB Pokal,Europe
Teutonia Ottensen,21510,teutonia-ottensen,ger.dfb_pokal,German DFB Pokal,Europe
TuS Bersenbrück,21939,tus-bersenbruck,ger.dfb_pokal,German DFB Pokal,Europe
TuS Makkabi,21938,tus-makkabi,ger.dfb_pokal,German DFB Pokal,Europe
TuS Rot-Weiß Koblenz,19239,tus-rot-weiß-koblenz,ger.dfb_pokal,German DFB Pokal,Europe
VfB Lübeck,10387,vfb-lubeck,ger.dfb_pokal,German DFB Pokal,Europe
VfB Stuttgart,134,vfb-stuttgart,ger.dfb_pokal,German DFB Pokal,Europe
VfL Bochum,121,vfl-bochum,ger.dfb_pokal,German DFB Pokal,Europe
VfL Osnabruck,7013,vfl-osnabruck,ger.dfb_pokal,German DFB Pokal,Europe
VfL Wolfsburg,138,vfl-wolfsburg,ger.dfb_pokal,German DFB Pokal,Europe
Viktoria Köln,17492,viktoria-koln,ger.dfb_pokal,German DFB Pokal,Europe
Werder Bremen,137,werder-bremen,ger.dfb_pokal,German DFB Pokal,Europe
Accra Lions,21168,accra-lions,gha.1,Ghanaian Premier League,Africa
Aduana Stars,18603,aduana-stars,gha.1,Ghanaian Premier League,Africa
Asante Kotoko,18606,asante-kotoko,gha.1,Ghanaian Premier League,Africa
Bechem United,18602,bechem-united,gha.1,Ghanaian Premier League,Africa
Berekum Chelsea,18604,berekum-chelsea,gha.1,Ghanaian Premier League,Africa
Bibiani Gold Stars,21167,bibiani-gold-stars,gha.1,Ghanaian Premier League,Africa
Bofoakwe Tano,21983,bofoakwe-tano,gha.1,Ghanaian Premier League,Africa
Dreams F.C.,18990,dreams-fc,gha.1,Ghanaian Premier League,Africa
Great Olympics,18605,great-olympics,gha.1,Ghanaian Premier League,Africa
Heart of Lions,21166,heart-of-lions,gha.1,Ghanaian Premier League,Africa
Hearts of Oak,18597,hearts-of-oak,gha.1,Ghanaian Premier League,Africa
Karela,18992,karela,gha.1,Ghanaian Premier League,Africa
Legon Cities,18609,legon-cities,gha.1,Ghanaian Premier League,Africa
Medeama,18601,medeama,gha.1,Ghanaian Premier League,Africa
Nations,21984,nations,gha.1,Ghanaian Premier League,Africa
Nsoatreman,21646,nsoatreman,gha.1,Ghanaian Premier League,Africa
RTU,21169,rtu,gha.1,Ghanaian Premier League,Africa
Samartex,21647,samartex,gha.1,Ghanaian Premier League,Africa
AEK Athens,887,aek-athens,gre.1,Greek Super League,Europe
Aris,11553,aris,gre.1,Greek Super League,Europe
Asteras Tripoli,8354,asteras-tripoli,gre.1,Greek Super League,Europe
Atromitos,6790,atromitos,gre.1,Greek Super League,Europe
Kifisia,21969,kifisia,gre.1,Greek Super League,Europe
Lamia,18814,lamia,gre.1,Greek Super League,Europe
OFI Crete,1010,ofi-crete,gre.1,Greek Super League,Europe
Olympiacos,435,olympiacos,gre.1,Greek Super League,Europe
PAOK Salonika,605,paok-salonika,gre.1,Greek Super League,Europe
Panathinaikos,443,panathinaikos,gre.1,Greek Super League,Europe
Panetolikos,11431,panetolikos,gre.1,Greek Super League,Europe
Panserraikos FC,21970,panserraikos-fc,gre.1,Greek Super League,Europe
Pas Giannina,6848,pas-giannina,gre.1,Greek Super League,Europe
Volos NFC,20043,volos-nfc,gre.1,Greek Super League,Europe
Achuapa,20727,achuapa,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Antigua,7253,antigua,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Coatepeque,15888,coatepeque,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Coban Imperial,7254,coban-imperial,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Comunicaciones,7257,comunicaciones,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Deportivo Mixco,20036,deportivo-mixco,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Guastatoya,17516,guastatoya,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Malacateco,7870,malacateco,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Municipal,7258,municipal,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Xelaju,7259,xelaju,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Xinabajul,9806,xinabajul,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
Zacapa,7261,zacapa,gua.1,Guatemalan Liga Nacional,"USA, Mexico & CONCACAF"
C.D.Real Sociedad,13830,cdreal-sociedad,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
CD Motagua,7242,cd-motagua,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Club Deportivo Génesis,21968,club-deportivo-genesis,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Marathon,7249,marathon,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Olancho,21583,olancho,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Olimpia,884,olimpia,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Real Espana,7245,real-espana,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
UPNFM,18809,upnfm,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Victoria,7885,victoria,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Vida,7247,vida,hon.1,Honduran Liga Nacional,"USA, Mexico & CONCACAF"
Arema Indonesia,7137,arema-indonesia,idn.1,Indonesian Liga 1,Asia
Bali United,17733,bali-united,idn.1,Indonesian Liga 1,Asia
Barito Putera,17725,barito-putera,idn.1,Indonesian Liga 1,Asia
Bhayangkara Surabaya,18734,bhayangkara-surabaya,idn.1,Indonesian Liga 1,Asia
Dewa United,21591,dewa-united,idn.1,Indonesian Liga 1,Asia
Madura United,18732,madura-united,idn.1,Indonesian Liga 1,Asia
PSIS Semarang,8027,psis-semarang,idn.1,Indonesian Liga 1,Asia
PSM Makassar,8112,psm-makassar,idn.1,Indonesian Liga 1,Asia
PSS Sleman,8292,pss-sleman,idn.1,Indonesian Liga 1,Asia
Persebaya Surabaya,8016,persebaya-surabaya,idn.1,Indonesian Liga 1,Asia
Persib,8293,persib,idn.1,Indonesian Liga 1,Asia
Persija,8030,persija,idn.1,Indonesian Liga 1,Asia
Persik Kediri,7524,persik-kediri,idn.1,Indonesian Liga 1,Asia
Persis Solo,21590,persis-solo,idn.1,Indonesian Liga 1,Asia
Persita Tangerang,8033,persita-tangerang,idn.1,Indonesian Liga 1,Asia
Pusamania Borneo,17732,pusamania-borneo,idn.1,Indonesian Liga 1,Asia
RANS Nusantara,21589,rans-nusantara,idn.1,Indonesian Liga 1,Asia
TIRA-Persikabo,18733,tira-persikabo,idn.1,Indonesian Liga 1,Asia
Bengaluru FC,18851,bengaluru-fc,ind.1,Indian Super League,Asia
Chennaiyin FC,18000,chennaiyin-fc,ind.1,Indian Super League,Asia
FC Goa,18003,fc-goa,ind.1,Indian Super League,Asia
Hyderabad,20174,hyderabad,ind.1,Indian Super League,Asia
Jamshedpur FC,18850,jamshedpur-fc,ind.1,Indian Super League,Asia
Kerala Blasters FC,17997,kerala-blasters-fc,ind.1,Indian Super League,Asia
Mohun Bagan Super Giant,20774,mohun-bagan-super-giant,ind.1,Indian Super League,Asia
Mumbai City FC,18002,mumbai-city-fc,ind.1,Indian Super League,Asia
NorthEast United FC,18004,northeast-united-fc,ind.1,Indian Super League,Asia
Odisha FC,17998,odisha-fc,ind.1,Indian Super League,Asia
Punjab FC,18894,punjab-fc,ind.1,Indian Super League,Asia
SC East Bengal,8897,sc-east-bengal,ind.1,Indian Super League,Asia
Aizawl FC,18895,aizawl-fc,ind.2,Indian I-League,Asia
Churchill Brothers,8896,churchill-brothers,ind.2,Indian I-League,Asia
Delhi FC,22070,delhi-fc,ind.2,Indian I-League,Asia
Gokulam Kerala FC,18896,gokulam-kerala-fc,ind.2,Indian I-League,Asia
Inter Kashi,22069,inter-kashi,ind.2,Indian I-League,Asia
Mohammedan SC,20842,mohammedan-sc,ind.2,Indian I-League,Asia
NEROCA FC,18893,neroca-fc,ind.2,Indian I-League,Asia
Namdhari,22071,namdhari,ind.2,Indian I-League,Asia
Rajasthan United,21312,rajasthan-united,ind.2,Indian I-League,Asia
Real Kashmir,19341,real-kashmir,ind.2,Indian I-League,Asia
Shillong Lajong,18898,shillong-lajong,ind.2,Indian I-League,Asia
Sreenidi Deccan,21311,sreenidi-deccan,ind.2,Indian I-League,Asia
TRAU FC,20211,trau-fc,ind.2,Indian I-League,Asia
Bohemians,615,bohemians,irl.1,Irish Premier Division,UK & Ireland
Derry City,2712,derry-city,irl.1,Irish Premier Division,UK & Ireland
Drogheda Utd,6741,drogheda-utd,irl.1,Irish Premier Division,UK & Ireland
Dundalk,2559,dundalk,irl.1,Irish Premier Division,UK & Ireland
Galway Utd,7587,galway-utd,irl.1,Irish Premier Division,UK & Ireland
Shamrock Rovers,2564,shamrock-rovers,irl.1,Irish Premier Division,UK & Ireland
Shelbourne,20297,shelbourne,irl.1,Irish Premier Division,UK & Ireland
Sligo,7601,sligo,irl.1,Irish Premier Division,UK & Ireland
St Patricks Athletic,7588,st-patricks-athletic,irl.1,Irish Premier Division,UK & Ireland
Waterford,18968,waterford,irl.1,Irish Premier Division,UK & Ireland
