Team Name,Team ID,Team Name Link,League Code
Barnsley,397,barnsley,eng.league_cup
Barrow,642,barrow,eng.league_cup
Birmingham City,392,birmingham-city,eng.league_cup
Blackburn Rovers,365,blackburn-rovers,eng.league_cup
Blackpool,346,blackpool,eng.league_cup
Bolton Wanderers,358,bolton-wanderers,eng.league_cup
Bradford City,387,bradford-city,eng.league_cup
Brentford,337,brentford,eng.league_cup
Brighton & Hove Albion,331,brighton-hove-albion,eng.league_cup
Bristol City,333,bristol-city,eng.league_cup
Bristol Rovers,308,bristol-rovers,eng.league_cup
Burnley,379,burnley,eng.league_cup
Burton Albion,2567,burton-albion,eng.league_cup
Cambridge United,351,cambridge-united,eng.league_cup
Cardiff City,347,cardiff-city,eng.league_cup
Carlisle United,322,carlisle-united,eng.league_cup
Charlton Athletic,372,charlton-athletic,eng.league_cup
Chelsea,363,chelsea,eng.league_cup
Cheltenham Town,320,cheltenham-town,eng.league_cup
Colchester United,339,colchester-united,eng.league_cup
Coventry City,388,coventry-city,eng.league_cup
Crawley Town,2594,crawley-town,eng.league_cup
Crewe Alexandra,396,crewe-alexandra,eng.league_cup
Crystal Palace,384,crystal-palace,eng.league_cup
Derby County,374,derby-county,eng.league_cup
Doncaster Rovers,279,doncaster-rovers,eng.league_cup
Everton,368,everton,eng.league_cup
Exeter City,324,exeter-city,eng.league_cup
Fleetwood Town,3891,fleetwood-town,eng.league_cup
Forest Green Rovers,282,forest-green-rovers,eng.league_cup
Fulham,370,fulham,eng.league_cup
Gillingham,389,gillingham,eng.league_cup
Grimsby Town,386,grimsby-town,eng.league_cup
Harrogate Town,19262,harrogate-town,eng.league_cup
Huddersfield Town,335,huddersfield-town,eng.league_cup
Hull City,306,hull-city,eng.league_cup
Ipswich Town,373,ipswich-town,eng.league_cup
Leeds United,357,leeds-united,eng.league_cup
Leicester City,375,leicester-city,eng.league_cup
Leyton Orient,309,leyton-orient,eng.league_cup
Lincoln City,314,lincoln-city,eng.league_cup
Liverpool,364,liverpool,eng.league_cup
Luton Town,301,luton-town,eng.league_cup
Manchester City,382,manchester-city,eng.league_cup
Manchester United,360,manchester-united,eng.league_cup
Mansfield Town,304,mansfield-town,eng.league_cup
Middlesbrough,369,middlesbrough,eng.league_cup
Millwall,391,millwall,eng.league_cup
Milton Keynes Dons,390,milton-keynes-dons,eng.league_cup
Morecambe,278,morecambe,eng.league_cup
Newcastle United,361,newcastle-united,eng.league_cup
Newport County,635,newport-county,eng.league_cup
Northampton Town,353,northampton-town,eng.league_cup
Norwich City,381,norwich-city,eng.league_cup
Nottingham Forest,393,nottingham-forest,eng.league_cup
Notts County,340,notts-county,eng.league_cup
Oxford United,311,oxford-united,eng.league_cup
Peterborough United,342,peterborough-united,eng.league_cup
Plymouth Argyle,307,plymouth-argyle,eng.league_cup
Port Vale,348,port-vale,eng.league_cup
Portsmouth,385,portsmouth,eng.league_cup
Preston North End,394,preston-north-end,eng.league_cup
Queens Park Rangers,334,queens-park-rangers,eng.league_cup
Reading,338,reading,eng.league_cup
Rotherham United,402,rotherham-united,eng.league_cup
Salford City,4703,salford-city,eng.league_cup
Sheffield United,398,sheffield-united,eng.league_cup
Sheffield Wednesday,399,sheffield-wednesday,eng.league_cup
Shrewsbury Town,302,shrewsbury-town,eng.league_cup
Southampton,376,southampton,eng.league_cup
Stevenage,285,stevenage,eng.league_cup
Stockport County,400,stockport-county,eng.league_cup
Stoke City,336,stoke-city,eng.league_cup
Sunderland,366,sunderland,eng.league_cup
Sutton United,3231,sutton-united,eng.league_cup
Swansea City,318,swansea-city,eng.league_cup
Swindon Town,341,swindon-town,eng.league_cup
Tottenham Hotspur,367,tottenham-hotspur,eng.league_cup
Tranmere Rovers,345,tranmere-rovers,eng.league_cup
Walsall,401,walsall,eng.league_cup
Watford,395,watford,eng.league_cup
West Bromwich Albion,383,west-bromwich-albion,eng.league_cup
West Ham United,371,west-ham-united,eng.league_cup
Wigan Athletic,350,wigan-athletic,eng.league_cup
Wolverhampton Wanderers,380,wolverhampton-wanderers,eng.league_cup
Wrexham,352,wrexham,eng.league_cup
Wycombe Wanderers,344,wycombe-wanderers,eng.league_cup
AFC Wimbledon,3802,afc-wimbledon,eng.trophy
Accrington Stanley,2731,accrington-stanley,eng.trophy
Arsenal U21,19299,arsenal-u21,eng.trophy
Aston Villa U21,20075,aston-villa-u21,eng.trophy
Barnsley,397,barnsley,eng.trophy
Barrow,642,barrow,eng.trophy
Blackpool,346,blackpool,eng.trophy
Bolton Wanderers,358,bolton-wanderers,eng.trophy
Bradford City,387,bradford-city,eng.trophy
Brighton & Hove Albion U21,18774,brighton-hove-albion-u21,eng.trophy
Bristol Rovers,308,bristol-rovers,eng.trophy
Burton Albion,2567,burton-albion,eng.trophy
Cambridge United,351,cambridge-united,eng.trophy
Carlisle United,322,carlisle-united,eng.trophy
Charlton Athletic,372,charlton-athletic,eng.trophy
Chelsea U21,18775,chelsea-u21,eng.trophy
Cheltenham Town,320,cheltenham-town,eng.trophy
Colchester United,339,colchester-united,eng.trophy
Crawley Town,2594,crawley-town,eng.trophy
Crewe Alexandra,396,crewe-alexandra,eng.trophy
Crystal Palace U21,21033,crystal-palace-u21,eng.trophy
Derby County,374,derby-county,eng.trophy
Doncaster Rovers,279,doncaster-rovers,eng.trophy
Everton U21,18776,everton-u21,eng.trophy
Exeter City,324,exeter-city,eng.trophy
Fleetwood Town,3891,fleetwood-town,eng.trophy
Forest Green Rovers,282,forest-green-rovers,eng.trophy
Fulham U21,18777,fulham-u21,eng.trophy
Gillingham,389,gillingham,eng.trophy
Grimsby Town,386,grimsby-town,eng.trophy
Harrogate Town,19262,harrogate-town,eng.trophy
Leicester City U21,18778,leicester-city-u21,eng.trophy
Leyton Orient,309,leyton-orient,eng.trophy
Lincoln City,314,lincoln-city,eng.trophy
Liverpool U21,16728,liverpool-u21,eng.trophy
Manchester City U21,18779,manchester-city-u21,eng.trophy
Manchester United U21,20077,manchester-united-u21,eng.trophy
Mansfield Town,304,mansfield-town,eng.trophy
Milton Keynes Dons,390,milton-keynes-dons,eng.trophy
Morecambe,278,morecambe,eng.trophy
Newcastle United U21,18781,newcastle-united-u21,eng.trophy
Newport County,635,newport-county,eng.trophy
Northampton Town,353,northampton-town,eng.trophy
Nottingham Forest U21,21979,nottingham-forest-u21,eng.trophy
Notts County,340,notts-county,eng.trophy
Oxford United,311,oxford-united,eng.trophy
Peterborough United,342,peterborough-united,eng.trophy
Port Vale,348,port-vale,eng.trophy
Portsmouth,385,portsmouth,eng.trophy
Reading,338,reading,eng.trophy
Salford City,4703,salford-city,eng.trophy
Shrewsbury Town,302,shrewsbury-town,eng.trophy
Stevenage,285,stevenage,eng.trophy
Stockport County,400,stockport-county,eng.trophy
Sutton United,3231,sutton-united,eng.trophy
Swindon Town,341,swindon-town,eng.trophy
Tottenham Hotspur U21,18787,tottenham-hotspur-u21,eng.trophy
Tranmere Rovers,345,tranmere-rovers,eng.trophy
Walsall,401,walsall,eng.trophy
West Ham U21,18789,west-ham-u21,eng.trophy
Wigan Athletic,350,wigan-athletic,eng.trophy
Wolverhampton Wanderers U21,19300,wolverhampton-wanderers-u21,eng.trophy
Wrexham,352,wrexham,eng.trophy
Wycombe Wanderers,344,wycombe-wanderers,eng.trophy
Arsenal,19973,arsenal,eng.w.1
Aston Villa,20707,aston-villa,eng.w.1
Brighton & Hove Albion,19976,brighton-hove-albion,eng.w.1
Bristol City,19974,bristol-city,eng.w.1
Chelsea,19970,chelsea,eng.w.1
Everton,19972,everton,eng.w.1
Leicester City,21036,leicester-city,eng.w.1
Liverpool,19971,liverpool,eng.w.1
Manchester City,19257,manchester-city,eng.w.1
Manchester United,20061,manchester-united,eng.w.1
Tottenham Hotspur,20062,tottenham-hotspur,eng.w.1
West Ham United,19975,west-ham-united,eng.w.1
AFC Fylde,21066,afc-fylde,eng.w.fa
AFC Portchester,22100,afc-portchester,eng.w.fa
AFC Stoneham,21242,afc-stoneham,eng.w.fa
AFC Wimbledon,21218,afc-wimbledon,eng.w.fa
Abingdon United,21215,abingdon-united,eng.w.fa
Alnwick Town,21221,alnwick-town,eng.w.fa
Arsenal,19973,arsenal,eng.w.fa
Ashford Town,21223,ashford-town,eng.w.fa
Aston Villa,20707,aston-villa,eng.w.fa
Barnsley,21084,barnsley,eng.w.fa
Beaumont Park,22095,beaumont-park,eng.w.fa
Bedford,21225,bedford,eng.w.fa
Billericay Town,21055,billericay-town,eng.w.fa
Birmingham City,19968,birmingham-city,eng.w.fa
Blackburn Rovers,21040,blackburn-rovers,eng.w.fa
Blackpool,22096,blackpool,eng.w.fa
Boldmere St. Michael's,21081,boldmere-st-michaels,eng.w.fa
Bournemouth,21091,bournemouth,eng.w.fa
Brentford,22120,brentford,eng.w.fa
Bridgwater United,21232,bridgwater-united,eng.w.fa
Brighton & Hove Albion,19976,brighton-hove-albion,eng.w.fa
Bristol City,19974,bristol-city,eng.w.fa
Bristol Rovers,22099,bristol-rovers,eng.w.fa
Bromley,21234,bromley,eng.w.fa
Burnley,21048,burnley,eng.w.fa
Cambridge United WFC,21238,cambridge-united-wfc,eng.w.fa
Cardiff City,21071,cardiff-city,eng.w.fa
Charlton Athletic,21035,charlton-athletic,eng.w.fa
Chatham Town,22109,chatham-town,eng.w.fa
Chelsea,19970,chelsea,eng.w.fa
Cheltenham Town,21059,cheltenham-town,eng.w.fa
Chesham United,21237,chesham-united,eng.w.fa
Chester-le-Street Town,21086,chester-le-street-town,eng.w.fa
Chesterfield,22123,chesterfield,eng.w.fa
Chorley,21211,chorley,eng.w.fa
Coundon Court,22101,coundon-court,eng.w.fa
Crewe Alexandra,21212,crewe-alexandra,eng.w.fa
Crystal Palace,21037,crystal-palace,eng.w.fa
Dartford,21743,dartford,eng.w.fa
Darwen,21744,darwen,eng.w.fa
Denham United,22103,denham-united,eng.w.fa
Derby County,21044,derby-county,eng.w.fa
Doncaster,21240,doncaster,eng.w.fa
Dulwich Hamlet,21738,dulwich-hamlet,eng.w.fa
Dunton & Broughton United,22122,dunton-broughton-united,eng.w.fa
Durham,21045,durham,eng.w.fa
Durham Cestria,21210,durham-cestria,eng.w.fa
Dussindale & Hellesdon,22105,dussindale-hellesdon,eng.w.fa
Ebbsfleet Utd,21757,ebbsfleet-utd,eng.w.fa
Enfield Town,21079,enfield-town,eng.w.fa
Everton,19972,everton,eng.w.fa
Exeter City,21087,exeter-city,eng.w.fa
FC United of Manchester,21088,fc-united-of-manchester,eng.w.fa
Fulham,21252,fulham,eng.w.fa
Gateshead,22106,gateshead,eng.w.fa
Halifax FC,22113,halifax-fc,eng.w.fa
Haringey Borough,22112,haringey-borough,eng.w.fa
Harpenden Town,22107,harpenden-town,eng.w.fa
Hashtag United FC,21277,hashtag-united-fc,eng.w.fa
Haywards Heath Town,22108,haywards-heath-town,eng.w.fa
Helston Athletic,22110,helston-athletic,eng.w.fa
Hertford Town,22111,hertford-town,eng.w.fa
Huddersfield Town,21041,huddersfield-town,eng.w.fa
Hull City,21073,hull-city,eng.w.fa
Ilminster Town,21274,ilminster-town,eng.w.fa
Ipswich Town,21068,ipswich-town,eng.w.fa
Keynsham Town,21078,keynsham-town,eng.w.fa
Leafield Athletic,21270,leafield-athletic,eng.w.fa
Leamington Lions,22102,leamington-lions,eng.w.fa
Leeds Modernians,22114,leeds-modernians,eng.w.fa
Leeds United,21214,leeds-united,eng.w.fa
Leek Town,22127,leek-town,eng.w.fa
Leicester City,21036,leicester-city,eng.w.fa
Lewes,21050,lewes,eng.w.fa
Lincoln City,21075,lincoln-city,eng.w.fa
Lincoln United,21272,lincoln-united,eng.w.fa
Liverpool,19971,liverpool,eng.w.fa
Liverpool Feds,21080,liverpool-feds,eng.w.fa
London Bees,21047,london-bees,eng.w.fa
London City,21053,london-city,eng.w.fa
Loughborough,21249,loughborough,eng.w.fa
Luton Town,21209,luton-town,eng.w.fa
Lye Town,21251,lye-town,eng.w.fa
Maidenhead United,21089,maidenhead-united,eng.w.fa
Manchester City,19257,manchester-city,eng.w.fa
Manchester United,20061,manchester-united,eng.w.fa
Mancunian Unity,22116,mancunian-unity,eng.w.fa
Marine Academy Plymouth,22117,marine-academy-plymouth,eng.w.fa
Millwall,21217,millwall,eng.w.fa
Milton Keynes Dons,21062,milton-keynes-dons,eng.w.fa
Moneyfields,21747,moneyfields,eng.w.fa
Needham Market,21755,needham-market,eng.w.fa
Newcastle United,21076,newcastle-united,eng.w.fa
Northampton Town,21226,northampton-town,eng.w.fa
Norwich City,21264,norwich-city,eng.w.fa
Nottingham Forest,21070,nottingham-forest,eng.w.fa
Oxford United,21043,oxford-united,eng.w.fa
Peterborough United,21259,peterborough-united,eng.w.fa
Plymouth Argyle,21063,plymouth-argyle,eng.w.fa
Portishead Town,21727,portishead-town,eng.w.fa
Portsmouth,21064,portsmouth,eng.w.fa
Reading,19969,reading,eng.w.fa
Rotherham United,22118,rotherham-united,eng.w.fa
Rugby Borough,22104,rugby-borough,eng.w.fa
Saltdean United,22119,saltdean-united,eng.w.fa
Sheffield FC,21077,sheffield-fc,eng.w.fa
Sheffield United,21038,sheffield-united,eng.w.fa
Sherborne Town,21275,sherborne-town,eng.w.fa
Solihull Moors,21248,solihull-moors,eng.w.fa
Southampton,21039,southampton,eng.w.fa
Southampton FC,21216,southampton-fc,eng.w.fa
Spennymoor Town,22097,spennymoor-town,eng.w.fa
Sporting Khalsa,21262,sporting-khalsa,eng.w.fa
Sticker AFC,22121,sticker-afc,eng.w.fa
Stockport County,21728,stockport-county,eng.w.fa
Stockton,21280,stockton,eng.w.fa
Stoke City,21072,stoke-city,eng.w.fa
Stourbridge,21082,stourbridge,eng.w.fa
Sunderland,21060,sunderland,eng.w.fa
Sutton Coldfield Town,21281,sutton-coldfield-town,eng.w.fa
Sutton United,21222,sutton-united,eng.w.fa
Swindon Town,21282,swindon-town,eng.w.fa
Thetford Town,22128,thetford-town,eng.w.fa
Tottenham Hotspur,20062,tottenham-hotspur,eng.w.fa
Watford,21054,watford,eng.w.fa
West Bromwich Albion,21058,west-bromwich-albion,eng.w.fa
West Didsbury & Chorlton,22124,west-didsbury-chorlton,eng.w.fa
West Ham United,19975,west-ham-united,eng.w.fa
Wigan Athletic,22125,wigan-athletic,eng.w.fa
Wolverhampton,21042,wolverhampton,eng.w.fa
Woodley United,22126,woodley-united,eng.w.fa
Worcester City,21734,worcester-city,eng.w.fa
Wroxham,22115,wroxham,eng.w.fa
Wyberton Wildcats,22098,wyberton-wildcats,eng.w.fa
York City,21741,york-city,eng.w.fa
York Railway Institute,22094,york-railway-institute,eng.w.fa
Alavés,96,alaves,esp.1
Almería,6832,almeria,esp.1
Athletic Club,93,athletic-club,esp.1
Atlético Madrid,1068,atletico-madrid,esp.1
Barcelona,83,barcelona,esp.1
Celta Vigo,85,celta-vigo,esp.1
Cádiz,3842,cadiz,esp.1
Getafe,2922,getafe,esp.1
Girona,9812,girona,esp.1
Granada,3747,granada,esp.1
Las Palmas,98,las-palmas,esp.1
Mallorca,84,mallorca,esp.1
Osasuna,97,osasuna,esp.1
Rayo Vallecano,101,rayo-vallecano,esp.1
Real Betis,244,real-betis,esp.1
Real Madrid,86,real-madrid,esp.1
Real Sociedad,89,real-sociedad,esp.1
Sevilla,243,sevilla,esp.1
Valencia,94,valencia,esp.1
Villarreal,102,villarreal,esp.1
AD Alcorcón,11121,ad-alcorcon,esp.2
Albacete,2737,albacete,esp.2
Amorebieta,12587,amorebieta,esp.2
Burgos,12597,burgos,esp.2
Eibar,3752,eibar,esp.2
Elche,3751,elche,esp.2
Eldense,7320,eldense,esp.2
Espanyol,88,espanyol,esp.2
FC Andorra,20179,fc-andorra,esp.2
FC Cartagena,5419,fc-cartagena,esp.2
Huesca,5413,huesca,esp.2
Leganés,17534,leganes,esp.2
Levante,1538,levante,esp.2
Mirandés,4515,mirandes,esp.2
Racing Ferrol,8448,racing-ferrol,esp.2
Racing Santander,87,racing-santander,esp.2
Real Oviedo,92,real-oviedo,esp.2
Real Valladolid,95,real-valladolid,esp.2
Real Zaragoza,91,real-zaragoza,esp.2
Sporting Gijón,3788,sporting-gijon,esp.2
Tenerife,245,tenerife,esp.2
Villarreal B,9322,villarreal-b,esp.2
AD Alcorcón,11121,ad-alcorcon,esp.copa_del_rey
Aguilas,21299,aguilas,esp.copa_del_rey
Alavés,96,alaves,esp.copa_del_rey
Albacete,2737,albacete,esp.copa_del_rey
Almería,6832,almeria,esp.copa_del_rey
Amorebieta,12587,amorebieta,esp.copa_del_rey
Andratx,20180,andratx,esp.copa_del_rey
Antequera CF,9449,antequera-cf,esp.copa_del_rey
Arandina,17883,arandina,esp.copa_del_rey
Arenteiro,21288,arenteiro,esp.copa_del_rey
Arosa,22080,arosa,esp.copa_del_rey
Athletic Club,93,athletic-club,esp.copa_del_rey
Atletico Astorga,17567,atletico-astorga,esp.copa_del_rey
Atlético Lugones,21676,atletico-lugones,esp.copa_del_rey
Atlético Madrid,1068,atletico-madrid,esp.copa_del_rey
Atlético Sanluqueño CF,18339,atletico-sanluqueno-cf,esp.copa_del_rey
Atzeneta,22081,atzeneta,esp.copa_del_rey
Azuaga,22082,azuaga,esp.copa_del_rey
Badalona,5412,badalona,esp.copa_del_rey
Barakaldo,5421,barakaldo,esp.copa_del_rey
Barbastro,22083,barbastro,esp.copa_del_rey
Barcelona,83,barcelona,esp.copa_del_rey
Bunñol,20778,bunnol,esp.copa_del_rey
Burgos,12597,burgos,esp.copa_del_rey
CD 6 de Junio,21190,cd-6-de-junio,esp.copa_del_rey
CD Artistico Navalcarnero,19288,cd-artistico-navalcarnero,esp.copa_del_rey
CD Boiro,18336,cd-boiro,esp.copa_del_rey
CD Tudelano,12585,cd-tudelano,esp.copa_del_rey
CD Varea,17569,cd-varea,esp.copa_del_rey
CE Europa,21290,ce-europa,esp.copa_del_rey
Cacereno,8807,cacereno,esp.copa_del_rey
Castellón,4438,castellon,esp.copa_del_rey
Cayon,21292,cayon,esp.copa_del_rey
Celta Vigo,85,celta-vigo,esp.copa_del_rey
Chiclana,22044,chiclana,esp.copa_del_rey
Club Atlético Antoniano,20181,club-atletico-antoniano,esp.copa_del_rey
Covadonga,22084,covadonga,esp.copa_del_rey
Cádiz,3842,cadiz,esp.copa_del_rey
Deportivo La Coruña,90,deportivo-la-coruna,esp.copa_del_rey
Deportivo Murcia,22042,deportivo-murcia,esp.copa_del_rey
Egüés,22088,egues,esp.copa_del_rey
Eibar,3752,eibar,esp.copa_del_rey
Elche,3751,elche,esp.copa_del_rey
Eldense,7320,eldense,esp.copa_del_rey
Espanyol,88,espanyol,esp.copa_del_rey
FC Andorra,20179,fc-andorra,esp.copa_del_rey
FC Cartagena,5419,fc-cartagena,esp.copa_del_rey
Gernika Club,8977,gernika-club,esp.copa_del_rey
Getafe,2922,getafe,esp.copa_del_rey
Gimnastic de Tarragona,4492,gimnastic-de-tarragona,esp.copa_del_rey
Gimnastica Segoviana,6825,gimnastica-segoviana,esp.copa_del_rey
Girona,9812,girona,esp.copa_del_rey
Granada,3747,granada,esp.copa_del_rey
Guijuelo,6858,guijuelo,esp.copa_del_rey
Hercules,6833,hercules,esp.copa_del_rey
Hernán Cortés,22040,hernan-cortes,esp.copa_del_rey
Huesca,5413,huesca,esp.copa_del_rey
Las Palmas,98,las-palmas,esp.copa_del_rey
Leganés,17534,leganes,esp.copa_del_rey
Levante,1538,levante,esp.copa_del_rey
Linares Deportivo,20223,linares-deportivo,esp.copa_del_rey
Llerenense,22085,llerenense,esp.copa_del_rey
Lorca Deportiva,18337,lorca-deportiva,esp.copa_del_rey
Lugo,7266,lugo,esp.copa_del_rey
Mallorca,84,mallorca,esp.copa_del_rey
Manacor,21713,manacor,esp.copa_del_rey
Manchego,22086,manchego,esp.copa_del_rey
Manresa,21722,manresa,esp.copa_del_rey
Marbella FC,10627,marbella-fc,esp.copa_del_rey
Melilla,10073,melilla,esp.copa_del_rey
Mensajero,17889,mensajero,esp.copa_del_rey
Mijas Las Lagunas,22043,mijas-las-lagunas,esp.copa_del_rey
Mirandés,4515,mirandes,esp.copa_del_rey
Monte Azul,10726,monte-azul,esp.copa_del_rey
Murcia,2738,murcia,esp.copa_del_rey
Málaga,99,malaga,esp.copa_del_rey
Naxara,21295,naxara,esp.copa_del_rey
Orihuela,7302,orihuela,esp.copa_del_rey
Osasuna,97,osasuna,esp.copa_del_rey
PD Santa Eulalia,20227,pd-santa-eulalia,esp.copa_del_rey
Ponferradina,5463,ponferradina,esp.copa_del_rey
Pradejón,21157,pradejon,esp.copa_del_rey
Quintanar del Rey,20827,quintanar-del-rey,esp.copa_del_rey
Racing Ferrol,8448,racing-ferrol,esp.copa_del_rey
Racing Santander,87,racing-santander,esp.copa_del_rey
Rayo Vallecano,101,rayo-vallecano,esp.copa_del_rey
Real Aviles Industrial,9138,real-aviles-industrial,esp.copa_del_rey
Real Betis,244,real-betis,esp.copa_del_rey
Real Jaen CF,5401,real-jaen-cf,esp.copa_del_rey
Real Madrid,86,real-madrid,esp.copa_del_rey
Real Oviedo,92,real-oviedo,esp.copa_del_rey
Real Sociedad,89,real-sociedad,esp.copa_del_rey
Real Valladolid,95,real-valladolid,esp.copa_del_rey
Real Zaragoza,91,real-zaragoza,esp.copa_del_rey
Recreativo Huelva,2571,recreativo-huelva,esp.copa_del_rey
Rotlet Molinar,22046,rotlet-molinar,esp.copa_del_rey
Rubi,22072,rubi,esp.copa_del_rey
SD Compostela,17892,sd-compostela,esp.copa_del_rey
San Roque de Lepe,12591,san-roque-de-lepe,esp.copa_del_rey
Santurtzi,22049,santurtzi,esp.copa_del_rey
Sauzal,22041,sauzal,esp.copa_del_rey
Sestao,6856,sestao,esp.copa_del_rey
Sevilla,243,sevilla,esp.copa_del_rey
Sporting Gijón,3788,sporting-gijon,esp.copa_del_rey
Talavera,5428,talavera,esp.copa_del_rey
Tarazona,9136,tarazona,esp.copa_del_rey
Tardienta,22047,tardienta,esp.copa_del_rey
Tenerife,245,tenerife,esp.copa_del_rey
Terrassa,20828,terrassa,esp.copa_del_rey
Teruel,9553,teruel,esp.copa_del_rey
Turégano,21684,turegano,esp.copa_del_rey
UCAM Murcia,12594,ucam-murcia,esp.copa_del_rey
UD Ibiza,20229,ud-ibiza,esp.copa_del_rey
UD Logroñés,7206,ud-logrones,esp.copa_del_rey
Unionistas de Salamanca,19294,unionistas-de-salamanca,esp.copa_del_rey
Unión Zona Norte,22045,union-zona-norte,esp.copa_del_rey
Ursaria,22087,ursaria,esp.copa_del_rey
Utebo,21723,utebo,esp.copa_del_rey
Valencia,94,valencia,esp.copa_del_rey
Villanovense,7203,villanovense,esp.copa_del_rey
Villarreal,102,villarreal,esp.copa_del_rey
Yeclano Deportivo,19291,yeclano-deportivo,esp.copa_del_rey
Zamora CF,17565,zamora-cf,esp.copa_del_rey
Zirauki,22048,zirauki,esp.copa_del_rey
AS Monaco,174,as-monaco,fra.1
Brest,6997,brest,fra.1
Clermont Foot,3171,clermont-foot,fra.1
Le Havre AC,3236,le-havre-ac,fra.1
Lens,175,lens,fra.1
Lille,166,lille,fra.1
Lorient,273,lorient,fra.1
Lyon,167,lyon,fra.1
Marseille,176,marseille,fra.1
Metz,177,metz,fra.1
Montpellier,274,montpellier,fra.1
Nantes,165,nantes,fra.1
Nice,2502,nice,fra.1
Paris Saint-Germain,160,paris-saint-germain,fra.1
Stade Rennais,169,stade-rennais,fra.1
Stade de Reims,3243,stade-de-reims,fra.1
Strasbourg,180,strasbourg,fra.1
Toulouse,179,toulouse,fra.1
AC Ajaccio,2503,ac-ajaccio,fra.2
AJ Auxerre,172,aj-auxerre,fra.2
Angers,7868,angers,fra.2
Annecy,18066,annecy,fra.2
Bastia,173,bastia,fra.2
Bordeaux,159,bordeaux,fra.2
Caen,2927,caen,fra.2
Concarneau,7718,concarneau,fra.2
Dunkerque,7732,dunkerque,fra.2
Grenoble,6994,grenoble,fra.2
Guingamp,171,guingamp,fra.2
Paris FC,6851,paris-fc,fra.2
Pau,10678,pau,fra.2
Rodez Aveyron,7719,rodez-aveyron,fra.2
SC Amiens,3335,sc-amiens,fra.2
Saint-Etienne,178,saint-etienne,fra.2
Stade Laval,3266,stade-laval,fra.2
Troyes,170,troyes,fra.2
US Quevilly,7721,us-quevilly,fra.2
Valenciennes,6732,valenciennes,fra.2
AJ Auxerre,172,aj-auxerre,fra.coupe_de_france
AS Fabregues,18902,as-fabregues,fra.coupe_de_france
AS Monaco,174,as-monaco,fra.coupe_de_france
Angers,7868,angers,fra.coupe_de_france
Avoine OCC,21766,avoine-occ,fra.coupe_de_france
Bergerac Périgord FC,18405,bergerac-perigord-fc,fra.coupe_de_france
Bordeaux,159,bordeaux,fra.coupe_de_france
Brest,6997,brest,fra.coupe_de_france
CS Moulien,22141,cs-moulien,fra.coupe_de_france
Caen,2927,caen,fra.coupe_de_france
Chambéry SF,21765,chambery-sf,fra.coupe_de_france
Chateauroux,2995,chateauroux,fra.coupe_de_france
Clermont Foot,3171,clermont-foot,fra.coupe_de_france
Dieppe,14445,dieppe,fra.coupe_de_france
Dinan Lehon,17620,dinan-lehon,fra.coupe_de_france
Dunkerque,7732,dunkerque,fra.coupe_de_france
Entente SSG,18059,entente-ssg,fra.coupe_de_france
FC Challans,20272,fc-challans,fra.coupe_de_france
FC Chambly,11880,fc-chambly,fra.coupe_de_france
Feignies,7723,feignies,fra.coupe_de_france
Golden Lion,18083,golden-lion,fra.coupe_de_france
Guingamp,171,guingamp,fra.coupe_de_france
Le Havre AC,3236,le-havre-ac,fra.coupe_de_france
Le Puy,18906,le-puy,fra.coupe_de_france
Lens,175,lens,fra.coupe_de_france
Les Herbiers,10691,les-herbiers,fra.coupe_de_france
Libourne,6991,libourne,fra.coupe_de_france
Lille,166,lille,fra.coupe_de_france
Lorient,273,lorient,fra.coupe_de_france
Louhans-Cuiseaux,7147,louhans-cuiseaux,fra.coupe_de_france
Lyon,167,lyon,fra.coupe_de_france
Lyon-Duchère,19392,lyon-duchere,fra.coupe_de_france
Marseille,176,marseille,fra.coupe_de_france
Metz,177,metz,fra.coupe_de_france
Montpellier,274,montpellier,fra.coupe_de_france
Nantes,165,nantes,fra.coupe_de_france
Nice,2502,nice,fra.coupe_de_france
Nimes,7730,nimes,fra.coupe_de_france
"Olympique d""Alès",20874,olympique-dales,fra.coupe_de_france
Orléans,17483,orleans,fra.coupe_de_france
Paris FC,6851,paris-fc,fra.coupe_de_france
Paris Saint-Germain,160,paris-saint-germain,fra.coupe_de_france
Pau,10678,pau,fra.coupe_de_france
Pontarlier,14439,pontarlier,fra.coupe_de_france
Racing Club de France,22139,racing-club-de-france,fra.coupe_de_france
Revel,22140,revel,fra.coupe_de_france
Rodez Aveyron,7719,rodez-aveyron,fra.coupe_de_france
Romorantin,7716,romorantin,fra.coupe_de_france
Rouen,9009,rouen,fra.coupe_de_france
SC Amiens,3335,sc-amiens,fra.coupe_de_france
Saint-Omer,9020,saint-omer,fra.coupe_de_france
Saint-Priest,17656,saint-priest,fra.coupe_de_france
Sarreguemines,17625,sarreguemines,fra.coupe_de_france
Sochaux,272,sochaux,fra.coupe_de_france
Stade Laval,3266,stade-laval,fra.coupe_de_france
Stade Rennais,169,stade-rennais,fra.coupe_de_france
Stade de Reims,3243,stade-de-reims,fra.coupe_de_france
Strasbourg,180,strasbourg,fra.coupe_de_france
Thionville,10683,thionville,fra.coupe_de_france
Toulouse,179,toulouse,fra.coupe_de_france
Trelissac FC,10685,trelissac-fc,fra.coupe_de_france
US Feurs,22138,us-feurs,fra.coupe_de_france
US Quevilly,7721,us-quevilly,fra.coupe_de_france
Valenciennes,6732,valenciennes,fra.coupe_de_france
1. FC Heidenheim 1846,6418,1-fc-heidenheim-1846,ger.1
